Raw file	m/z	Peaks / Da	Single peaks / Da	Isotope patterns / Da	Single isotope patterns / Da	SILAC pairs / Da	Identified SILAC pairs / Da	SILAC identification rate [%]	MS/MS / Da	Identified MS/MS / Da	Identification rate [%]
PR489_Michele_2020316_SPL5-2_r1	110	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	111	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	112	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	113	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	114	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	115	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	116	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	117	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	118	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	119	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	120	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	121	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	122	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	123	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	124	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	125	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	126	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	127	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	128	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	129	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	130	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	131	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	132	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	133	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	134	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	135	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	136	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	137	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	138	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	139	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	140	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	141	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	142	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	143	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	144	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	145	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	146	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	147	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	148	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	149	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	150	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	151	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	152	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	153	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	154	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	155	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	156	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	157	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	158	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	159	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	160	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	161	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	162	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	163	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	164	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	165	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	166	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	167	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	168	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	169	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	170	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	171	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	172	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	173	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	174	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	175	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	176	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	177	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	178	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	179	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	180	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	181	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	182	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	183	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	184	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	185	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	186	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	187	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	188	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	189	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	190	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	191	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	192	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	193	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	194	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	195	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	196	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	197	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	198	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	199	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	200	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	201	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	202	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	203	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	204	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	205	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	206	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	207	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	208	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	209	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	210	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	211	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	212	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	213	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	214	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	215	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	216	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	217	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	218	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	219	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	220	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	221	0	0	0	0	0	0	NaN	0	0	
PR489_Michele_2020316_SPL5-2_r1	222	0	0	0	0	0	0	NaN	0	0	
